ID,title,num_pages,author,rating,ratings_count,text_reviews_count,language
2731096,"Happiness is a Pair of Shorts!: Dealing with Adversity Through Love, Hope, Faith and Courage. Live Your Dreams...Come What May!",,Manuel A. Diotte,4.00,5,1,eng
573211,A Story of Three Trees: And the Miracle of Prayer,12,Steven Robinson,4.75,4,0,eng
2201692,Chronicles of the Cursed Sword Volume 21 (Chronicles of the Cursed Sword (Tokyopop)),192,Beop-Ryong Yeo,3.71,14,0,eng
2194667,A Day in the Life of a College Student Leader: Case Studies for Undergraduate Leaders,215,Sarah M. Marshall,3.30,10,1,eng
7975704,Strategic Management And Organisational Dynamics: The Challenge Of Complexity,486,Ralph D. Stacey,4.16,2,0,eng
2739482,Chocolata,,Marisa Núñez,3.48,22,2,por
7912794,Range Jester / Black Thunder,188,Max Brand,4.00,2,0,eng
377206,Engineering Optimization: Theory and Practice,920,Singiresu S. Rao,4.35,2,0,eng
3426020,El huevo del juicio (Biblioteca Breve),,Camilo José Cela,4.00,2,0,eng
1689239,Dead Cert,,Dick Francis,3.97,4,0,eng
6438272,Cuentos Y Relatos,130,José-Maria de Heredia,2.00,1,0,eng
1270579,"Scaredy Cat (Tom Thorne, #2)",,Mark Billingham,3.98,53,5,en-US
2801230,The Collector's Voice: Critical Readings in the Practice of,,Ken Arnold,3.00,2,0,eng
1682587,Western Edible Wild Plants,,H.D. Harrington,3.67,3,0,eng
3664029,Oor Wullie 2007 (Bi Annual),96,D.C. Thomson & Company Limited,4.25,16,0,eng
6378046,Tabletop Fountains: 40 Easy and Great-Looking Projects to Make,128,Dawn Cusick,3.50,9,0,eng
2636870,"Rabbit Ears World Tales: Volume Two: Rumpelstiltskin, the Tiger and the Brahmin",,Kathleen Turner,4.29,12,5,eng
5290266,"Miss Buncle's Book (Miss Buncle, #1)",332,D.E. Stevenson,4.07,327,79,eng
884735,Women in Love,576,D.H. Lawrence,3.67,51,6,eng
5661915,National Identities and Post-Americanist Narratives,336,Donald E. Pease,4.00,1,0,eng
7597696,Sekretna Szkatuła,506,Martin Langfield,2.81,3,0,pol
5833665,The Okal Rel Universe Anthology I,154,Lynda Williams,4.33,2,0,eng
401110,L'Avare / Le Tartuffe,1989,Molière,3.39,6,0,fre
4673657,Sassy: The Life of Sarah Vaughan,,Leslie Gourse,3.76,2,0,eng
2898854,Black Beauty,210,Anna Sewell,3.95,85,9,eng
3220968,The Fall of the Families (Story of the Gardener 2),,Phillip Mann,3.53,2,0,eng
1084313,Poet and Dancer,199,Ruth Prawer Jhabvala,3.12,78,9,eng
4574175,"Ich mach dich gesund, sagte der Bär. Die Geschichte, wie der kleine Tiger einmal krank war",,Janosch,4.44,8,0,ger
6724830,"La esfera de Medusa (La llave del tiempo, #2)",,Ana Alonso,4.06,203,6,spa
2230992,"Social History of Economic Decline: Business, Politics, and Work in Trenton",318,John T. Cumbler,3.50,10,1,eng
2589336,"Passion & the Past (Hearts of Fire, #3)",192,Miranda Lee,3.42,86,9,eng
187222,Malcolm X: Another Side of the Movement,130,Mark Davies,4.25,4,0,eng
1280730,Shakespeare's Heraldry,237,C.W. Scott-Giles,3.00,1,0,eng
2134356,The Turning Point: The Abstract Expressionists and the Transformation of American Art,414,April Kingsley,4.07,15,1,eng
980032,"God Has Never Failed Me, But He Sure Has Scared Me To Death A Few Times!",,Stan Toler,3.84,2,0,eng
2168958,Cold Hearts and Gentle People,,John R. Riggs,4.14,2,0,eng
1379027,West Point: The First 200 Years: The First 200 Years,208,John     Grant,3.92,13,2,eng
78538,Edmund Campion: Hero of God's Underground (Vision Books),,Harold C. Gardiner,4.11,47,6,eng
6093663,12 Books that Changed the World,344,Melvyn Bragg,3.46,1,0,eng
6165128,Subcortical Structures and Cognition: Implications for Neuropsychological Assessment,405,Leonard F. Koziol,4.31,4,1,eng
350812,If On A Winter's Night A Traveler,260,Italo Calvino,4.05,96,11,eng
4332490,Chinese Emperor,0,Jean Lévi,3.21,1,0,eng
3298657,Sherlcok and the Ladies,110,Brad Keefauver,5.00,1,0,eng
6090934,Top 10 For Men,288,Russell Ash,2.68,21,3,en-GB
1524480,The Haunting of Suzanna Blackwell,280,Richard Setlowe,2.88,23,1,eng
7974097,Animal Tales: Three Stories in One,144,Michael Morpurgo,3.89,18,2,eng
6433259,500 Enameled Objects: A Celebration of Color on Metal,420,Marthe Le Van,3.47,15,2,eng
4485181,Jeanne Jugan: Humble So As To Love More,230,Paul Milcent,3.69,8,3,eng
6066141,Le Petit Nicolas: Un Livre Pop Up,,René Goscinny,4.00,6,0,eng
1778955,The Sixth Omni Book of Science Fiction,382,Ellen Datlow,3.73,44,4,eng
5113555,Tales of the Mall Masters,,David Gulbraa,4.20,5,2,eng
5901278,The Catholic Movement in the American Episcopal Church,219,George E. DeMille,4.00,1,0,eng
480254,That's Good! That's Bad! in the Grand Canyon,32,Margery Cuyler,3.48,69,8,eng
774787,Gulls of the Americas (Peterson Reference Guides),528,Steve N.G. Howell,4.22,44,0,eng
4426409,The New Crowd: The Changing Of The Jewish Guard On Wall Street,444,Judith Ramsey Ehrlich,3.88,8,0,eng
628935,Sunrise,336,Chassie West,3.95,43,7,eng
2029505,How to Be a Cheap Hawk: The 1999 and 2000 Defense Budgets,178,Michael E. O'Hanlon,4.00,1,0,eng
2886014,The World Series: An Illustrated History,,Donald Honig,4.00,2,0,eng
2266204,Chapters from an Autobiography,,Samuel M. Steward,4.10,10,1,eng
4154780,Will Ye Let The Mummers In?: Stories,,Alden Nowlan,3.67,1,0,eng
4757439,زندگي را به آواز بخوان,240,جمال میرصادقی,2.38,8,0,eng
3582552,Could Dracula Live in Woodford?,,Mary Howarth,2.89,8,1,eng
3862859,Dieux Et Deesses de L'Univers Phenicien Et Punique,536,Edward Lipiński,5.00,1,0,eng
173609,The Usborne Little Children's Cookbook,,Rebecca Gilpin,3.45,4,0,eng
1978224,Die Rättin,,Günter Grass,3.44,46,0,eng
2035119,Bandy: The True Tale of a Courageous Cape Cod Canada Goose,,Marcia Croce Martin,4.75,4,2,eng
2191584,Her Name Is Barbra,584,Randall Riese,3.56,19,2,eng
999833,"A Separate Reality, Further Conversations With Don Juan",,Carlos Castaneda,4.08,2,0,eng
4473461,Judicial Activism Reconsidered,38,Thomas Sowell,4.57,7,1,eng
1260099,Mri Principles,,Donald G.  Mitchell,3.00,2,0,eng
1900740,"A Time of Paradox: America from Awakening to Hiroshima, 1890-1945",269,Glen Jeansonne,4.33,3,0,eng
1925709,Portrait of a Generation: The Love Parade Family Book,160,Alfred Steffen,3.82,11,1,eng
1435534,And Those Who Trespass Against Us,,Helen Macpherson,3.60,28,3,eng
1027891,Crazy Dave,334,Basil Johnston,4.28,28,2,eng
6048668,Dunkel,448,Wolfgang Hohlbein,3.33,3,0,ger
7834328,Madam X: Majmuah-I Dastan,,Mihrnush Mazarii,3.00,1,1,eng
5340217,SAS: Operation Bulbasket,232,Paul McCue,3.50,1,0,eng
3718927,فرهنگ افسانه های مردم ایران جلد هیجدهم پیوست دوم حروف ت تا ز,660,علی‌اشرف درویشیان,2.83,6,1,per
1813235,Duineser Elegien. Leipzig 1923,,Rainer Maria Rilke,4.43,11,0,ger
6057777,The Secret Agent,247,Joseph Conrad,3.59,6,1,eng
2814007,Climbing Rosa,32,Shelley Fowles,2.88,25,11,eng
952977,Honest Religion for Secular Man,,Lesslie Newbigin,4.36,11,1,eng
273995,A Willful Marriage,216,Peggy Moreland,3.30,1,0,eng
3926287,ADA from the Beginning,672,Jan Skansholm,4.00,1,0,eng
6810173,Bruderherz. Gefühlssachen.,,Brigitte Blobel,4.25,4,0,eng
1648765,Lincoln: A Pictorial History,,Edward Steers Jr.,3.00,1,0,eng
3043161,Introducing Translation Studies: Theories and Applications,236,Jeremy Munday,3.55,18,3,eng
414449,Writing Clear Essays,432,R.B. Donald,3.17,6,0,eng
327642,Light on the Hill: A History of the University of North Carolina at Chapel Hill,215,William D. Snider,3.90,9,1,eng
7758728,Hyper Hybrid Organization 01 02: Toppa,,Kyōichirō Takahata,3.00,1,0,eng
3763433,Staying On,256,Paul Scott,3.89,9,2,eng
2148259,Adventures for Readers Book One Pegasus Edition,,Harcourt Brace Jovanovich,4.67,3,0,eng
2451613,Everfree,243,Nick Sagan,3.78,1,1,eng
1900604,Stokes Guide to Bird Behavior - Volume II,334,Donald Stokes,4.31,29,1,eng
1343196,City Baby New York: The Ultimate Guide for New York City Parents from Pregnancy through Preschool,304,Kelly Ashton,3.00,1,0,eng
2219346,La perfección del Tiro,184,Mathias Énard,3.76,1,1,spa
3458924,Of China and of Greece: Poems,,Greg Kuzma,5.00,2,1,eng
1405157,The Battle for the American Mind: A Brief History of a Nation's Thought,357,Carl J. Richard,3.60,5,1,eng
7035994,Taking,432,Dean Koontz,3.78,13,2,eng
7687951,Digenis Akritas: The Two-Blood Border Lord. The Grottaferrata Version,196,Denison Bingham Hull,3.33,3,0,eng
7086325,Simon  Schuster Mega Crossword Puzzle Book #6,336,John Samson,4.60,5,0,eng
684267,Where the Game Matters Most,239,William Gildea,4.01,55,5,eng
1861928,Yo Fui   Una De Ellas: El Tenebroso Mundo De La ProstitucióN En AméRica Latina,495,Condesa Calvany,3.80,10,3,eng
7980524,Hazard,368,Gardiner Harris,3.10,1,0,eng
3984159,"The Outdoor Girls at Cedar Ridge; or, The Mystery of the Old Windmill",214,Laura Lee Hope,4.80,5,0,eng
875450,English Repair Kit,,Angela Burt,2.83,6,1,eng
2250047,Seen and Heard: Teenagers Talk about Their Lives,128,Mary Motley Kalergis,4.17,24,1,eng
7006156,Tales of Mystery and Terror,,Marjorie P. Katz,3.71,7,0,eng
389839,Sparrows in the Scullery,164,Barbara Brooks Wallace,3.91,105,3,eng
5436911,Solution-Oriented Social Work Practice: An Integrative Approach to Working with Client Strengths,342,Gilbert J. Greene,4.36,11,1,eng
2350384,Psychic Powers,192,Carolyn Boyes,3.00,3,0,en-GB
3092579,Rhyme & Reason,135,Marti Lindsey Hanson,5.00,1,2,eng
2903727,In Unlikely Places,,ReBecca Béguin,3.67,6,1,eng
1445740,"CSI: Mortal Wounds (CSI, #1-3)",688,Max Allan Collins,3.90,99,7,eng
1998354,Das Fremde Aus Der Dose,,Yōko Tawada,3.90,9,1,eng
4841131,European Union Security Dynamics: In The New National Interest,240,Janne Haaland Matláry,5.00,1,0,eng
3064327,Asesino a Su Pesar,240,Alexandra Marinina,3.76,11,0,spa
1623292,School Leaders and Services Study Guide,125,Educational Testing Service,2.50,2,0,eng
3563483,Buddy's: Meditations on Desire,148,Stan Persky,3.33,7,0,eng
3637070,Tom Turtle Story,32,Christopher  Hill,3.50,2,0,eng
7092142,Perro Monstruoso,127,R.L. Stine,3.58,5,0,eng
4798597,Darwin: A Life in Science,336,Michael  White,3.79,2,0,eng
6752709,FAQs All about Glucosamine and Chondroitin,96,Ray Sahelian,4.00,1,0,eng
2747849,Poochie and the Four Seasons Fair,,Joan Webb,3.80,5,0,eng
2755881,Can't Wait to Get to Heaven,,Fannie Flagg,3.91,6,6,eng
4349422,Power Electronics,,Kjeld Thorborg,4.00,1,1,eng
4072301,Planetology: Comparing Other Worlds to Our Own,128,Fred Schaaf,3.00,3,1,eng
6060850,"Strip Jack (Inspector Rebus, #4)",320,Ian Rankin,3.85,119,10,en-GB
3150880,Bell Trilogy In Slipcase: Bell Of Africa:  Karamojo Safari:  Wanderings Of An Elephant Hunter,,W.D.M. Bell,4.67,3,0,eng
2152265,Balada de la Justicia y la Ley,,Alejandro Nieto,4.00,1,0,eng
503731,Sex Workers in the Maritimes Talk Back,273,Leslie Ann Jeffrey,4.20,8,0,eng
313529,Black and Blue: Life and Lyrics of Andy Razaf,444,Barry Singer,3.83,1,0,eng
7095926,Your Journey to a Healthier Life,176,Michael Arloski,5.00,1,0,eng
61976,"Dragonflight (Pern: Dragonriders of Pern, #1)",347,Anne McCaffrey,4.10,427,34,eng
4327154,The Vanished,244,Celia Rees,3.41,14,1,eng
4619757,On The Incarnation: The Treatise De Incarnatione Verbi Dei,,Athanasius of Alexandria,4.28,2,0,eng
4406433,Ministry Anyone Could Trust,,Charles R. Swindoll,3.00,1,0,eng
7457022,The River Knows,,Amanda Quick,3.88,6,3,eng
3130303,The Diggers Game,,George V. Higgins,3.92,8,1,eng
302394,Classics of Moral and Political Theory,1249,Michael L. Morgan,4.10,74,4,eng
2179277,InDesign CS2 in easy steps,240,Robert Shufflebotham,2.00,1,0,eng
1769320,Global Governance: Critical Perspectives,264,Rorden Wilkinson,4.00,3,0,eng
1874174,Class Disunion,,Margaret Tessler,5.00,3,1,eng
1204356,The Key to Newton's Dynamics: The Kepler Problem and the Principia,,J. Bruce Brackenridge,2.50,2,0,eng
147363,Dissident Women: Gender and Cultural Politics in Chiapas,280,Shannon Speed,4.56,9,1,eng
518356,Standing on a Volcano: The Life and Times of David Rowland Francis,528,Harper Barnes,4.29,7,2,eng
1143536,Fact and Fiction of Healthy Vision: Eye Care for Adults and Children,189,Clyde K. Kitchen,3.00,3,1,eng
448597,River Running (Middle Earth Role Playing/MERP #8114),,Joe Martin,3.75,4,0,eng
4025302,Status Of Minorities In South Asia,,Navin Mishra,5.00,1,0,eng
4522283,Carrie Chapman Catt: A Public Life,320,Jacqueline Van Voris,3.71,2,0,eng
1120847,The birds of Storm Hill,143,Theresa Skorseth,4.40,5,1,eng
1375465,Clocks: Building and Experimenting With Model Timepieces,112,Bernie Zubrowski,4.33,2,1,eng
7078031,Brighton Beach Memoirs,144,Neil Simon,3.87,1,0,eng
3087819,"One Hundred Years of Russell's Paradox: Mathematics, Logic, Philosophy",671,Godehard Link,5.00,2,0,eng
3159050,What's So Great about the Doctrines of Grace?,111,Richard D. Phillips,4.09,415,28,eng
6703495,The Finnish Revolution 1917-1918,608,Anthony F. Upton,4.00,2,0,eng
603967,Thomas Cranmer,704,Diarmaid MacCulloch,4.41,191,25,eng
302811,"""The Best Men"": Liberal Reformers in the Gilded Age",,John G. Sproat,3.33,2,2,eng
5003449,O Escaravello De Ouro E Outros Contos,,Edgar Allan Poe,3.99,2,2,eng
2630137,Wolf ohne Fährte,,Tony Hillerman,4.06,4,0,ger
531691,Oh My Goddess! Volume 11: The Devil in Miss Urd,176,Kosuke Fujishima,3.96,220,5,eng
99150,Mark Twain Tonight!,0,Hal Holbrook,4.31,43,3,eng
5056086,Married to Jesus,,Matthew J. White,5.00,3,1,eng
368876,Redrobe,360,Jon Courtenay Grimwood,3.77,380,15,eng
2805396,One-dimensional Man: Studies in the Ideology of Advanced Industrial Society,288,Herbert Marcuse,3.97,1,0,eng
2614496,Frank Sinatra My Father,,Nancy Sinatra,3.78,1,0,eng
1950116,La Cerisaie,158,Anton Chekhov,3.67,49,4,eng
2306866,Blade's Guide to Making Knives,160,Joe Kertzman,3.42,5,0,eng
2771187,Strength for the Journey: A Pilgrimage of Faith in Community,293,Diana Butler Bass,3.98,6,1,eng
1906891,Structural Analysis. Devdas Menon,,devdas menon,3.88,51,4,eng
5987693,Red Capitalism In South China: Growth and Development of the Pearl River Delta,,George C.S. Lin,3.00,1,0,eng
437905,Angles of Attack: An A-6 Intruder Pilot's War,384,Peter   Hunt,3.89,21,2,eng
6755865,Midge My Favorite Hunting Dog,,Gene Letourneau,4.00,1,0,eng
7078524,"The Further Observations of Lady Whistledown (Includes: Lady Whistledown, #1)",400,Julia Quinn,4.02,6,2,eng
2113095,El ABC de Las Hierbas (the ABC Herbal): Una Guia Simplificada Para El Cuidado de Los Ninos Por Medio de La Salud Natural,,Steven H. Horne,3.00,1,1,eng
1906240,Denton Welch,189,Robert S. Phillips,3.00,2,0,eng
1646497,Reproduction: A Behavioral And Neuroendocrine Perspective,,Barry R. Komisaruk,5.00,1,0,eng
4079670,Boethian Number Theory: A Translation Of The De Institutione Arithmetica (With Introduction And Notes),200,Boethius,4.00,2,2,eng
3688281,"Christian growth through meditation: Beyond ""Transcendental Meditation""",,Fay Conlee Oliver,3.00,2,0,eng
1133825,Marsovan 1915: The Diaries Of Bertha B. Morley,,Bertha B. Morley,5.00,3,0,eng
769498,Green Cathedrals: The Ultimate Celebration of All 271 Major League and Negro League Ballparks Past and Present,275,Philip J. Lowry,4.00,12,0,eng
973748,Introduction to Vedanta,112,Dayananda Saraswati,4.49,68,9,eng
7278627,The Official Photodex Guide to ProShow 4,,James Karney,4.00,4,0,eng
1073107,"Take a Thief (Heralds of Valdemar, #5)",351,Mercedes Lackey,4.12,180,6,eng
6750221,Auguste,,Pierre Cosme,3.92,6,0,fre
762959,The Other Side Of The Rising Sun,,Tasui Sato,2.80,5,2,eng
1323534,Not Quite Dead,304,John MacLachlan Gray,2.89,73,20,eng
1810728,Le Palais des larmes,,Michel de Grèce,3.71,24,1,fre
7857478,Otra vuelta de tuerca,288,Henry James,3.43,30,3,spa
1038931,"Dunkirk: The British Evacuation, 1940",,Robert  Jackson,3.50,51,5,eng
6852671,How Can It Be All Right When Everything Is All Wrong?,157,Lewis B. Smedes,3.85,1,0,eng
3929655,Atlas A Color De Endocrinologia,,Reginald Hall,4.17,3,0,eng
2748592,Lectures in Christian Dogmatics,192,John D. Zizioulas,4.28,36,3,eng
1357919,Inward Bound: Of Matter and Forces in the Physical World,328,Abraham Pais,4.10,57,10,eng
651486,The High-Protein Cookbook: More than 150 healthy and irresistibly good low-carb dishes that can be on the table in thirty minutes or less.,208,Linda West Eckhardt,3.51,28,2,eng
2530082,Preparing for Baptism: A Personal Diary,64,Mez McConnell,4.00,3,0,eng
552098,Making Her Mark: Firsts and Milestones in Women's Sports,,Ernestine Miller,4.00,1,0,eng
3526773,American Beginnings: The Prehistory and Palaeoecology of Beringia,600,Frederick Hadleigh West,5.00,1,0,eng
2140556,Stories for a Teen's Heart #2: Over One Hundred Treasures to Touch Your Soul,336,Alice Gray,4.00,13,2,eng
5970555,Green Architecture,240,Philip Jodidio,4.30,15,0,eng
478527,"The Warrior King (The Seer King Trilogy, #3)",448,Chris Bunch,3.81,455,3,eng
4705866,"The Dutch Gentry, 1500-1650: Family, Faith, and Fortune",252,Sherrin D. Marshall,4.00,1,0,eng
2069775,The Proof,184,Ágota Kristóf,4.00,10,1,eng
6305501,The Virtual Community: Surfing the Internet,105,Howard Rheingold,3.79,3,0,eng
366518,Mr Fox's Socks,16,Damian Harvey,3.62,1,1,eng
883368,Women at War 1914-1918,176,Arthur Marwick,3.60,3,1,eng
4974317,Reviews On Plasma Physics,,K.P. Maheswari,5.00,1,0,eng
3619449,Oligopoly and Technical Progress,282,Paolo Sylos Labini,3.00,1,0,eng
316753,Midnight Rain,,James Newman,4.06,77,17,eng
437341,The Comedy of Errors,190,William Shakespeare,3.74,27,4,en-GB
1394432,Communazis: FBI Surveillance of German Emigré Writers,384,Alexander Stephan,4.00,1,0,eng
7577169,As maluquices do Imperador,248,Paulo Setubal,3.73,12,3,por
1479370,Misery,,Robin Waterfield,4.54,11,2,eng
3425439,The Pangs of Love,156,Jane Gardam,3.83,1,0,eng
202658,"The Slow Food Guide to Chicago: Restaurants, Markets, Bars",359,Kelly Gibson,3.68,19,3,eng
2474026,Weaving in Miniature,,Carol Stickler,4.50,2,0,eng
2320724,Wings of Yesteryear: The Golden Age,168,Geza Szurovy,4.00,1,1,eng
